site_no,year,material_id,specimen_status,city,state,internal_drainage,resistivity,pH,mean_temp,annual_precipitation,moisture,areation,approximate_days,weight_loss_g,corrosion_rate,C_clr,Si_clr,Mn_clr,S_clr,P_clr,Cr_clr,Ni_clr,Cu_clr,Mo_clr,C,Si,Mn,S,P,Cr,Ni,Cu,Mo,Fe,log_days,moisture_res_index,log_resistivity,log_corrosion_rate,texture_Clay,texture_Clay Loam,texture_Loam,texture_Loamy Sand,texture_Marsh,texture_Muck,texture_Peat,texture_Sand,texture_Sandy Clay Loam,texture_Sandy Loam,texture_Silt Loam,texture_Silty Clay,texture_Silty Clay Loam,iron_type_Wrought,climate_zone_Temperate,internal_drainage_code,areation_code
22,1922,17,intact,Memphis,TN,G,5150,4.9,64.6,47.7,28.4,Good,620.92,579.79,0.9338,-5.651446942,-5.651446942,12.45173748,10.42358932,11.03335485,-5.651446942,-5.651446942,-5.651446942,-5.651446942,0,0,0.38,0.05,0.092,0,0,0,0,99.478,6.431202249,0.005514563,8.54694615,-0.068492996,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,3
22,1922,17,intact,Memphis,TN,G,5150,4.9,64.6,47.7,28.4,Good,1351.42,1129.06,0.8355,-5.651446942,-5.651446942,12.45173748,10.42358932,11.03335485,-5.651446942,-5.651446942,-5.651446942,-5.651446942,0,0,0.38,0.05,0.092,0,0,0,0,99.478,7.20891117,0.005514563,8.54694615,-0.179724931,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,3
22,1922,17,intact,Memphis,TN,G,5150,4.9,64.6,47.7,28.4,Good,2045.4,1647.82,0.8056,-5.651446942,-5.651446942,12.45173748,10.42358932,11.03335485,-5.651446942,-5.651446942,-5.651446942,-5.651446942,0,0,0.38,0.05,0.092,0,0,0,0,99.478,7.623348648,0.005514563,8.54694615,-0.216167938,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,3
22,1922,17,intact,Memphis,TN,G,5150,4.9,64.6,47.7,28.4,Good,2775.9,1769.88,0.6376,-5.651446942,-5.651446942,12.45173748,10.42358932,11.03335485,-5.651446942,-5.651446942,-5.651446942,-5.651446942,0,0,0.38,0.05,0.092,0,0,0,0,99.478,7.928730298,0.005514563,8.54694615,-0.450044152,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,3
22,1922,17,intact,Memphis,TN,G,5150,4.9,64.6,47.7,28.4,Good,3506.4,1952.97,0.557,-5.651446942,-5.651446942,12.45173748,10.42358932,11.03335485,-5.651446942,-5.651446942,-5.651446942,-5.651446942,0,0,0.38,0.05,0.092,0,0,0,0,99.478,8.162345149,0.005514563,8.54694615,-0.585190039,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,3
22,1922,17,intact,Memphis,TN,G,5150,4.9,64.6,47.7,28.4,Good,4236.9,2166.58,0.5114,-5.651446942,-5.651446942,12.45173748,10.42358932,11.03335485,-5.651446942,-5.651446942,-5.651446942,-5.651446942,0,0,0.38,0.05,0.092,0,0,0,0,99.478,8.351587149,0.005514563,8.54694615,-0.670603216,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,3
23,1922,17,intact,Buttonwillo,CA,F,278,9.4,65,6,24.7,Fair,693.98,2380.18,3.4298,-5.651446942,-5.651446942,12.45173748,10.42358932,11.03335485,-5.651446942,-5.651446942,-5.651446942,-5.651446942,0,0,0.38,0.05,0.092,0,0,0,0,99.478,6.542443142,0.088848921,5.631211782,1.23250195,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2
23,1922,17,intact,Buttonwillo,CA,F,278,9.4,65,6,24.7,Fair,1570.58,3204.09,2.0401,-5.651446942,-5.651446942,12.45173748,10.42358932,11.03335485,-5.651446942,-5.651446942,-5.651446942,-5.651446942,0,0,0.38,0.05,0.092,0,0,0,0,99.478,7.359200257,0.088848921,5.631211782,0.712998826,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2
23,1922,17,intact,Buttonwillo,CA,F,278,9.4,65,6,24.7,Fair,2264.55,4790.88,2.1156,-5.651446942,-5.651446942,12.45173748,10.42358932,11.03335485,-5.651446942,-5.651446942,-5.651446942,-5.651446942,0,0,0.38,0.05,0.092,0,0,0,0,99.478,7.725131343,0.088848921,5.631211782,0.74933846,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2
23,1922,17,intact,Buttonwillo,CA,F,278,9.4,65,6,24.7,Fair,2922,5675.82,1.9424,-5.651446942,-5.651446942,12.45173748,10.42358932,11.03335485,-5.651446942,-5.651446942,-5.651446942,-5.651446942,0,0,0.38,0.05,0.092,0,0,0,0,99.478,7.980023592,0.088848921,5.631211782,0.663924322,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2
23,1922,17,intact,Buttonwillo,CA,F,278,9.4,65,6,24.7,Fair,3725.55,5767.37,1.5481,-5.651446942,-5.651446942,12.45173748,10.42358932,11.03335485,-5.651446942,-5.651446942,-5.651446942,-5.651446942,0,0,0.38,0.05,0.092,0,0,0,0,99.478,8.222969771,0.088848921,5.631211782,0.437028373,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2
23,1922,17,intact,Buttonwillo,CA,F,278,9.4,65,6,24.7,Fair,4419.52,6225.09,1.4085,-5.651446942,-5.651446942,12.45173748,10.42358932,11.03335485,-5.651446942,-5.651446942,-5.651446942,-5.651446942,0,0,0.38,0.05,0.092,0,0,0,0,99.478,8.393786372,0.088848921,5.631211782,0.342525308,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2
24,1922,17,intact,Norwood,MA,G,11400,4.5,50,41,43,Good,474.82,91.55,0.1928,-5.651446942,-5.651446942,12.45173748,10.42358932,11.03335485,-5.651446942,-5.651446942,-5.651446942,-5.651446942,0,0,0.38,0.05,0.092,0,0,0,0,99.478,6.162935785,0.00377193,9.34145635,-1.646101897,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,3,3
24,1922,17,intact,Norwood,MA,G,11400,4.5,50,41,43,Good,1461,122.06,0.0835,-5.651446942,-5.651446942,12.45173748,10.42358932,11.03335485,-5.651446942,-5.651446942,-5.651446942,-5.651446942,0,0,0.38,0.05,0.092,0,0,0,0,99.478,7.286876412,0.00377193,9.34145635,-2.482908647,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,3,3
24,1922,17,intact,Norwood,MA,G,11400,4.5,50,41,43,Good,2228.03,244.12,0.1096,-5.651446942,-5.651446942,12.45173748,10.42358932,11.03335485,-5.651446942,-5.651446942,-5.651446942,-5.651446942,0,0,0.38,0.05,0.092,0,0,0,0,99.478,7.708873066,0.00377193,9.34145635,-2.210917904,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,3,3
24,1922,17,intact,Norwood,MA,G,11400,4.5,50,41,43,Good,2885.47,244.12,0.0846,-5.651446942,-5.651446942,12.45173748,10.42358932,11.03335485,-5.651446942,-5.651446942,-5.651446942,-5.651446942,0,0,0.38,0.05,0.092,0,0,0,0,99.478,7.967443077,0.00377193,9.34145635,-2.469821012,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,3,3
24,1922,17,intact,Norwood,MA,G,11400,4.5,50,41,43,Good,4383,427.21,0.0975,-5.651446942,-5.651446942,12.45173748,10.42358932,11.03335485,-5.651446942,-5.651446942,-5.651446942,-5.651446942,0,0,0.38,0.05,0.092,0,0,0,0,99.478,8.3854887,0.00377193,9.34145635,-2.327902901,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,3,3
24,1922,17,intact,Norwood,MA,G,11400,4.5,50,41,43,Good,6282.3,427.21,0.068,-5.651446942,-5.651446942,12.45173748,10.42358932,11.03335485,-5.651446942,-5.651446942,-5.651446942,-5.651446942,0,0,0.38,0.05,0.092,0,0,0,0,99.478,8.745491434,0.00377193,9.34145635,-2.688247574,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,3,3
25,1922,17,intact,Milwaukee,WI,F,1780,7.2,46.1,30.4,25.8,Fair,365.25,122.06,0.3342,-5.651446942,-5.651446942,12.45173748,10.42358932,11.03335485,-5.651446942,-5.651446942,-5.651446942,-5.651446942,0,0,0.38,0.05,0.092,0,0,0,0,99.478,5.900582051,0.014494382,7.484930283,-1.096015663,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,2
25,1922,17,intact,Milwaukee,WI,F,1780,7.2,46.1,30.4,25.8,Fair,1351.42,335.67,0.2484,-5.651446942,-5.651446942,12.45173748,10.42358932,11.03335485,-5.651446942,-5.651446942,-5.651446942,-5.651446942,0,0,0.38,0.05,0.092,0,0,0,0,99.478,7.20891117,0.014494382,7.484930283,-1.392714929,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,2
25,1922,17,intact,Milwaukee,WI,F,1780,7.2,46.1,30.4,25.8,Fair,2081.93,579.79,0.2785,-5.651446942,-5.651446942,12.45173748,10.42358932,11.03335485,-5.651446942,-5.651446942,-5.651446942,-5.651446942,0,0,0.38,0.05,0.092,0,0,0,0,99.478,7.641050627,0.014494382,7.484930283,-1.27833722,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,2
25,1922,17,intact,Milwaukee,WI,F,1780,7.2,46.1,30.4,25.8,Fair,2775.9,610.3,0.2199,-5.651446942,-5.651446942,12.45173748,10.42358932,11.03335485,-5.651446942,-5.651446942,-5.651446942,-5.651446942,0,0,0.38,0.05,0.092,0,0,0,0,99.478,7.928730298,0.014494382,7.484930283,-1.514582381,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,2
25,1922,17,intact,Milwaukee,WI,F,1780,7.2,46.1,30.4,25.8,Fair,4273.43,884.94,0.2071,-5.651446942,-5.651446942,12.45173748,10.42358932,11.03335485,-5.651446942,-5.651446942,-5.651446942,-5.651446942,0,0,0.38,0.05,0.092,0,0,0,0,99.478,8.360172062,0.014494382,7.484930283,-1.574553511,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,2
25,1922,17,intact,Milwaukee,WI,F,1780,7.2,46.1,30.4,25.8,Fair,6209.25,945.97,0.1523,-5.651446942,-5.651446942,12.45173748,10.42358932,11.03335485,-5.651446942,-5.651446942,-5.651446942,-5.651446942,0,0,0.38,0.05,0.092,0,0,0,0,99.478,8.733795395,0.014494382,7.484930283,-1.881903019,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,2,2
26,1922,17,intact,Springfield,OH,G,2980,7.3,53,37,46.4,Fair,365.25,244.12,0.6684,-5.651446942,-5.651446942,12.45173748,10.42358932,11.03335485,-5.651446942,-5.651446942,-5.651446942,-5.651446942,0,0,0.38,0.05,0.092,0,0,0,0,99.478,5.900582051,0.01557047,8.000014094,-0.402868482,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,2
26,1922,17,intact,Springfield,OH,G,2980,7.3,53,37,46.4,Fair,1278.38,549.27,0.4297,-5.651446942,-5.651446942,12.45173748,10.42358932,11.03335485,-5.651446942,-5.651446942,-5.651446942,-5.651446942,0,0,0.38,0.05,0.092,0,0,0,0,99.478,7.15334893,0.01557047,8.000014094,-0.844667988,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,2
26,1922,17,intact,Springfield,OH,G,2980,7.3,53,37,46.4,Fair,2008.88,457.73,0.2279,-5.651446942,-5.651446942,12.45173748,10.42358932,11.03335485,-5.651446942,-5.651446942,-5.651446942,-5.651446942,0,0,0.38,0.05,0.092,0,0,0,0,99.478,7.605332632,0.01557047,8.000014094,-1.478848343,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,2
26,1922,17,intact,Springfield,OH,G,2980,7.3,53,37,46.4,Fair,2812.43,488.24,0.1736,-5.651446942,-5.651446942,12.45173748,10.42358932,11.03335485,-5.651446942,-5.651446942,-5.651446942,-5.651446942,0,0,0.38,0.05,0.092,0,0,0,0,99.478,7.941804157,0.01557047,8.000014094,-1.751001477,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,2
26,1922,17,intact,Springfield,OH,G,2980,7.3,53,37,46.4,Fair,4200.38,1068.03,0.2543,-5.651446942,-5.651446942,12.45173748,10.42358932,11.03335485,-5.651446942,-5.651446942,-5.651446942,-5.651446942,0,0,0.38,0.05,0.092,0,0,0,0,99.478,8.342930276,0.01557047,8.000014094,-1.369240607,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,2
26,1922,17,intact,Springfield,OH,G,2980,7.3,53,37,46.4,Fair,6172.72,1251.12,0.2027,-5.651446942,-5.651446942,12.45173748,10.42358932,11.03335485,-5.651446942,-5.651446942,-5.651446942,-5.651446942,0,0,0.38,0.05,0.092,0,0,0,0,99.478,8.727894863,0.01557047,8.000014094,-1.596028226,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,2
27,1922,17,intact,Bunkie,LA,P,570,6.6,67,56,42.6,Poor,730.5,152.58,0.2089,-5.651446942,-5.651446942,12.45173748,10.42358932,11.03335485,-5.651446942,-5.651446942,-5.651446942,-5.651446942,0,0,0.38,0.05,0.092,0,0,0,0,99.478,6.593729231,0.074736842,6.34738921,-1.56589961,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
27,1922,17,intact,Bunkie,LA,P,570,6.6,67,56,42.6,Poor,1461,1098.55,0.7519,-5.651446942,-5.651446942,12.45173748,10.42358932,11.03335485,-5.651446942,-5.651446942,-5.651446942,-5.651446942,0,0,0.38,0.05,0.092,0,0,0,0,99.478,7.286876412,0.074736842,6.34738921,-0.285151943,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
27,1922,17,intact,Bunkie,LA,P,570,6.6,67,56,42.6,Poor,2191.5,915.46,0.4177,-5.651446942,-5.651446942,12.45173748,10.42358932,11.03335485,-5.651446942,-5.651446942,-5.651446942,-5.651446942,0,0,0.38,0.05,0.092,0,0,0,0,99.478,7.69234152,0.074736842,6.34738921,-0.872991807,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
27,1922,17,intact,Bunkie,LA,P,570,6.6,67,56,42.6,Poor,2922,1647.82,0.5639,-5.651446942,-5.651446942,12.45173748,10.42358932,11.03335485,-5.651446942,-5.651446942,-5.651446942,-5.651446942,0,0,0.38,0.05,0.092,0,0,0,0,99.478,7.980023592,0.074736842,6.34738921,-0.572878348,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
27,1922,17,intact,Bunkie,LA,P,570,6.6,67,56,42.6,Poor,4383,2319.15,0.5291,-5.651446942,-5.651446942,12.45173748,10.42358932,11.03335485,-5.651446942,-5.651446942,-5.651446942,-5.651446942,0,0,0.38,0.05,0.092,0,0,0,0,99.478,8.3854887,0.074736842,6.34738921,-0.636577829,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
27,1922,17,intact,Bunkie,LA,P,570,6.6,67,56,42.6,Poor,6428.4,2837.91,0.4415,-5.651446942,-5.651446942,12.45173748,10.42358932,11.03335485,-5.651446942,-5.651446942,-5.651446942,-5.651446942,0,0,0.38,0.05,0.092,0,0,0,0,99.478,8.768480953,0.074736842,6.34738921,-0.817577259,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1
28,1922,17,intact,San Diego,CA,P,408,6.8,61,40.3,24.6,Very Poor,584.4,915.46,1.5665,-5.651446942,-5.651446942,12.45173748,10.42358932,11.03335485,-5.651446942,-5.651446942,-5.651446942,-5.651446942,0,0,0.38,0.05,0.092,0,0,0,0,99.478,6.37058568,0.060294118,6.013715156,0.448843831,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
28,1922,17,intact,San Diego,CA,P,408,6.8,61,40.3,24.6,Very Poor,2045.4,3234.61,1.5814,-5.651446942,-5.651446942,12.45173748,10.42358932,11.03335485,-5.651446942,-5.651446942,-5.651446942,-5.651446942,0,0,0.38,0.05,0.092,0,0,0,0,99.478,7.623348648,0.060294118,6.013715156,0.458310531,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
28,1922,17,intact,San Diego,CA,P,408,6.8,61,40.3,24.6,Very Poor,2812.43,4607.79,1.6384,-5.651446942,-5.651446942,12.45173748,10.42358932,11.03335485,-5.651446942,-5.651446942,-5.651446942,-5.651446942,0,0,0.38,0.05,0.092,0,0,0,0,99.478,7.941804157,0.060294118,6.013715156,0.493720156,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
28,1922,17,intact,San Diego,CA,P,408,6.8,61,40.3,24.6,Very Poor,3506.4,5126.55,1.4621,-5.651446942,-5.651446942,12.45173748,10.42358932,11.03335485,-5.651446942,-5.651446942,-5.651446942,-5.651446942,0,0,0.38,0.05,0.092,0,0,0,0,99.478,8.162345149,0.060294118,6.013715156,0.379873758,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0
29,1922,17,intact,New Orleans,LA,VP,1270,4.2,69.3,57.4,34.5,Very Poor,730.5,1342.67,1.838,-5.651446942,-5.651446942,12.45173748,10.42358932,11.03335485,-5.651446942,-5.651446942,-5.651446942,-5.651446942,0,0,0.38,0.05,0.092,0,0,0,0,99.478,6.593729231,0.027165354,7.147559271,0.608678024,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
29,1922,17,intact,New Orleans,LA,VP,1270,4.2,69.3,57.4,34.5,Very Poor,1497.52,2075.03,1.3856,-5.651446942,-5.651446942,12.45173748,10.42358932,11.03335485,-5.651446942,-5.651446942,-5.651446942,-5.651446942,0,0,0.38,0.05,0.092,0,0,0,0,99.478,7.311565685,0.027165354,7.147559271,0.326133259,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
29,1922,17,intact,New Orleans,LA,VP,1270,4.2,69.3,57.4,34.5,Very Poor,2191.5,3021,1.3785,-5.651446942,-5.651446942,12.45173748,10.42358932,11.03335485,-5.651446942,-5.651446942,-5.651446942,-5.651446942,0,0,0.38,0.05,0.092,0,0,0,0,99.478,7.69234152,0.027165354,7.147559271,0.320995951,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
29,1922,17,intact,New Orleans,LA,VP,1270,4.2,69.3,57.4,34.5,Very Poor,2922,3356.67,1.1488,-5.651446942,-5.651446942,12.45173748,10.42358932,11.03335485,-5.651446942,-5.651446942,-5.651446942,-5.651446942,0,0,0.38,0.05,0.092,0,0,0,0,99.478,7.980023592,0.027165354,7.147559271,0.138717919,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
29,1922,17,intact,New Orleans,LA,VP,1270,4.2,69.3,57.4,34.5,Very Poor,3652.5,4272.12,1.1696,-5.651446942,-5.651446942,12.45173748,10.42358932,11.03335485,-5.651446942,-5.651446942,-5.651446942,-5.651446942,0,0,0.38,0.05,0.092,0,0,0,0,99.478,8.203167144,0.027165354,7.147559271,0.15666181,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
29,1922,17,intact,New Orleans,LA,VP,1270,4.2,69.3,57.4,34.5,Very Poor,4383,5919.94,1.3507,-5.651446942,-5.651446942,12.45173748,10.42358932,11.03335485,-5.651446942,-5.651446942,-5.651446942,-5.651446942,0,0,0.38,0.05,0.092,0,0,0,0,99.478,8.3854887,0.027165354,7.147559271,0.300622977,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
30,1922,17,intact,Davenport,IA,P,1300,7,49.9,32.4,29.4,Poor,401.78,274.64,0.6836,-5.651446942,-5.651446942,12.45173748,10.42358932,11.03335485,-5.651446942,-5.651446942,-5.651446942,-5.651446942,0,0,0.38,0.05,0.092,0,0,0,0,99.478,5.995904675,0.022615385,7.170888479,-0.380382328,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
30,1922,17,intact,Davenport,IA,P,1300,7,49.9,32.4,29.4,Poor,1314.9,366.18,0.2785,-5.651446942,-5.651446942,12.45173748,10.42358932,11.03335485,-5.651446942,-5.651446942,-5.651446942,-5.651446942,0,0,0.38,0.05,0.092,0,0,0,0,99.478,7.181515896,0.022615385,7.170888479,-1.27833722,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
30,1922,17,intact,Davenport,IA,P,1300,7,49.9,32.4,29.4,Poor,2081.93,610.3,0.2931,-5.651446942,-5.651446942,12.45173748,10.42358932,11.03335485,-5.651446942,-5.651446942,-5.651446942,-5.651446942,0,0,0.38,0.05,0.092,0,0,0,0,99.478,7.641050627,0.022615385,7.170888479,-1.227241431,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
30,1922,17,intact,Davenport,IA,P,1300,7,49.9,32.4,29.4,Poor,2995.05,1281.64,0.4279,-5.651446942,-5.651446942,12.45173748,10.42358932,11.03335485,-5.651446942,-5.651446942,-5.651446942,-5.651446942,0,0,0.38,0.05,0.092,0,0,0,0,99.478,8.004716205,0.022615385,7.170888479,-0.848865756,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
30,1922,17,intact,Davenport,IA,P,1300,7,49.9,32.4,29.4,Poor,4236.9,1617.3,0.3817,-5.651446942,-5.651446942,12.45173748,10.42358932,11.03335485,-5.651446942,-5.651446942,-5.651446942,-5.651446942,0,0,0.38,0.05,0.092,0,0,0,0,99.478,8.351587149,0.022615385,7.170888479,-0.963120319,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
30,1922,17,intact,Davenport,IA,P,1300,7,49.9,32.4,29.4,Poor,6209.25,1647.82,0.2654,-5.651446942,-5.651446942,12.45173748,10.42358932,11.03335485,-5.651446942,-5.651446942,-5.651446942,-5.651446942,0,0,0.38,0.05,0.092,0,0,0,0,99.478,8.733795395,0.022615385,7.170888479,-1.326517157,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1
31,1922,17,intact,Jaksonville,FL,G,20500,4.7,69.3,47.4,2.8,Good,730.5,457.73,0.6266,-5.651446942,-5.651446942,12.45173748,10.42358932,11.03335485,-5.651446942,-5.651446942,-5.651446942,-5.651446942,0,0,0.38,0.05,0.092,0,0,0,0,99.478,6.593729231,0.000136585,9.928228944,-0.4674469,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,3
31,1922,17,intact,Jaksonville,FL,G,20500,4.7,69.3,47.4,2.8,Good,1497.52,671.33,0.4483,-5.651446942,-5.651446942,12.45173748,10.42358932,11.03335485,-5.651446942,-5.651446942,-5.651446942,-5.651446942,0,0,0.38,0.05,0.092,0,0,0,0,99.478,7.311565685,0.000136585,9.928228944,-0.802292628,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,3
31,1922,17,intact,Jaksonville,FL,G,20500,4.7,69.3,47.4,2.8,Good,2191.5,579.79,0.2646,-5.651446942,-5.651446942,12.45173748,10.42358932,11.03335485,-5.651446942,-5.651446942,-5.651446942,-5.651446942,0,0,0.38,0.05,0.092,0,0,0,0,99.478,7.69234152,0.000136585,9.928228944,-1.329536027,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,3
31,1922,17,intact,Jaksonville,FL,G,20500,4.7,69.3,47.4,2.8,Good,2922,854.42,0.2924,-5.651446942,-5.651446942,12.45173748,10.42358932,11.03335485,-5.651446942,-5.651446942,-5.651446942,-5.651446942,0,0,0.38,0.05,0.092,0,0,0,0,99.478,7.980023592,0.000136585,9.928228944,-1.229632551,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,3
31,1922,17,intact,Jaksonville,FL,G,20500,4.7,69.3,47.4,2.8,Good,4383,823.91,0.188,-5.651446942,-5.651446942,12.45173748,10.42358932,11.03335485,-5.651446942,-5.651446942,-5.651446942,-5.651446942,0,0,0.38,0.05,0.092,0,0,0,0,99.478,8.3854887,0.000136585,9.928228944,-1.671313316,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,3
31,1922,17,intact,Jaksonville,FL,G,20500,4.7,69.3,47.4,2.8,Good,6464.93,1342.67,0.2077,-5.651446942,-5.651446942,12.45173748,10.42358932,11.03335485,-5.651446942,-5.651446942,-5.651446942,-5.651446942,0,0,0.38,0.05,0.092,0,0,0,0,99.478,8.774147464,0.000136585,9.928228944,-1.571660548,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,3,3
32,1922,17,intact,Rochester,NY,G,5700,7.3,47.6,32.8,17.8,Good,365.25,122.06,0.3342,-5.651446942,-5.651446942,12.45173748,10.42358932,11.03335485,-5.651446942,-5.651446942,-5.651446942,-5.651446942,0,0,0.38,0.05,0.092,0,0,0,0,99.478,5.900582051,0.003122807,8.648396877,-1.096015663,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,3
32,1922,17,intact,Rochester,NY,G,5700,7.3,47.6,32.8,17.8,Good,1351.42,427.21,0.3161,-5.651446942,-5.651446942,12.45173748,10.42358932,11.03335485,-5.651446942,-5.651446942,-5.651446942,-5.651446942,0,0,0.38,0.05,0.092,0,0,0,0,99.478,7.20891117,0.003122807,8.648396877,-1.15169666,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,3
32,1922,17,intact,Rochester,NY,G,5700,7.3,47.6,32.8,17.8,Good,2118.45,549.27,0.2593,-5.651446942,-5.651446942,12.45173748,10.42358932,11.03335485,-5.651446942,-5.651446942,-5.651446942,-5.651446942,0,0,0.38,0.05,0.092,0,0,0,0,99.478,7.658439968,0.003122807,8.648396877,-1.349769586,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,3
32,1922,17,intact,Rochester,NY,G,5700,7.3,47.6,32.8,17.8,Good,2775.9,701.85,0.2528,-5.651446942,-5.651446942,12.45173748,10.42358932,11.03335485,-5.651446942,-5.651446942,-5.651446942,-5.651446942,0,0,0.38,0.05,0.092,0,0,0,0,99.478,7.928730298,0.003122807,8.648396877,-1.375156617,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,3
32,1922,17,intact,Rochester,NY,G,5700,7.3,47.6,32.8,17.8,Good,3506.4,762.88,0.2176,-5.651446942,-5.651446942,12.45173748,10.42358932,11.03335485,-5.651446942,-5.651446942,-5.651446942,-5.651446942,0,0,0.38,0.05,0.092,0,0,0,0,99.478,8.162345149,0.003122807,8.648396877,-1.525096764,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,3
32,1922,17,intact,Rochester,NY,G,5700,7.3,47.6,32.8,17.8,Good,4273.43,1129.06,0.2642,-5.651446942,-5.651446942,12.45173748,10.42358932,11.03335485,-5.651446942,-5.651446942,-5.651446942,-5.651446942,0,0,0.38,0.05,0.092,0,0,0,0,99.478,8.360172062,0.003122807,8.648396877,-1.331048887,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,3,3
33,1922,17,intact,Milwaukee,WI,VP,800,6.8,46.1,30.4,72.8,Very Poor,365.25,152.58,0.4177,-5.651446942,-5.651446942,12.45173748,10.42358932,11.03335485,-5.651446942,-5.651446942,-5.651446942,-5.651446942,0,0,0.38,0.05,0.092,0,0,0,0,99.478,5.900582051,0.091,6.685860947,-0.872991807,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
33,1922,17,intact,Milwaukee,WI,VP,800,6.8,46.1,30.4,72.8,Very Poor,1351.42,1068.03,0.7903,-5.651446942,-5.651446942,12.45173748,10.42358932,11.03335485,-5.651446942,-5.651446942,-5.651446942,-5.651446942,0,0,0.38,0.05,0.092,0,0,0,0,99.478,7.20891117,0.091,6.685860947,-0.235342659,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
33,1922,17,intact,Milwaukee,WI,VP,800,6.8,46.1,30.4,72.8,Very Poor,2118.45,1708.85,0.8067,-5.651446942,-5.651446942,12.45173748,10.42358932,11.03335485,-5.651446942,-5.651446942,-5.651446942,-5.651446942,0,0,0.38,0.05,0.092,0,0,0,0,99.478,7.658439968,0.091,6.685860947,-0.214803427,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0
