site_no,soil_type,texture,year,duration,material_name,type,material_id,material_code,weight_loss_oz,specimen_status,city,state,internal_drainage,resistivity,pH,pH_type,total_acidity,Na+K,Ca,Mg,CO3,HCO3,Cl,SO4,mean_temp,annual_precipitation,moisture,air_pore_space,specific_gravity,volume_shrinkage,table,iron_type,areation,region,approximate_days,exact_days,weight_loss_g,corrosion_rate,C (%),Si (%),Mn (%),S (%),P (%),Cr (%),Ni (%),Cu (%),Mo  (%),Fe (%),C_clr,Si_clr,Mn_clr,S_clr,P_clr,Cr_clr,Ni_clr,Cu_clr,Mo_clr
3,Cecil clay loam,Clay,1922,2.0,Bessemer steel,1.5-inch pipe,16,e,1.7,intact,Atlanta,GA,G,30000.0,5.2,Strongly Acid,11.5,,,,,,,,61.2,48.3,29.4,18.2,1.6,7.0,13,Wrought,Good,Southern,730.5,730.0,518.76,0.7101,0.09,0.0,0.39,0.04,0.088,0.0,0.0,0.0,0.0,99.392,9.102071552,-7.408244048,10.56840857,8.29114142,9.079598698,-7.408244048,-7.408244048,-7.408244048,-7.408244048
3,Cecil clay loam,Clay,1922,4.1,Bessemer steel,1.5-inch pipe,16,e,3.3,intact,Atlanta,GA,G,30000.0,5.2,Strongly Acid,11.5,,,,,,,,61.2,48.3,29.4,18.2,1.6,7.0,13,Wrought,Good,Southern,1497.52,1497.0,1007.0,0.6724,0.09,0.0,0.39,0.04,0.088,0.0,0.0,0.0,0.0,99.392,9.102071552,-7.408244048,10.56840857,8.29114142,9.079598698,-7.408244048,-7.408244048,-7.408244048,-7.408244048
3,Cecil clay loam,Clay,1922,6.0,Bessemer steel,1.5-inch pipe,16,e,3.7,intact,Atlanta,GA,G,30000.0,5.2,Strongly Acid,11.5,,,,,,,,61.2,48.3,29.4,18.2,1.6,7.0,13,Wrought,Good,Southern,2191.5,2191.0,1129.06,0.5152,0.09,0.0,0.39,0.04,0.088,0.0,0.0,0.0,0.0,99.392,9.102071552,-7.408244048,10.56840857,8.29114142,9.079598698,-7.408244048,-7.408244048,-7.408244048,-7.408244048
3,Cecil clay loam,Clay,1922,8.0,Bessemer steel,1.5-inch pipe,16,e,4.2,intact,Atlanta,GA,G,30000.0,5.2,Strongly Acid,11.5,,,,,,,,61.2,48.3,29.4,18.2,1.6,7.0,13,Wrought,Good,Southern,2922.0,2922.0,1281.64,0.4386,0.09,0.0,0.39,0.04,0.088,0.0,0.0,0.0,0.0,99.392,9.102071552,-7.408244048,10.56840857,8.29114142,9.079598698,-7.408244048,-7.408244048,-7.408244048,-7.408244048
3,Cecil clay loam,Clay,1922,10.1,Bessemer steel,1.5-inch pipe,16,e,4.3,intact,Atlanta,GA,G,30000.0,5.2,Strongly Acid,11.5,,,,,,,,61.2,48.3,29.4,18.2,1.6,7.0,13,Wrought,Good,Southern,3689.03,3689.0,1312.15,0.3557,0.09,0.0,0.39,0.04,0.088,0.0,0.0,0.0,0.0,99.392,9.102071552,-7.408244048,10.56840857,8.29114142,9.079598698,-7.408244048,-7.408244048,-7.408244048,-7.408244048
3,Cecil clay loam,Clay,1922,12.1,Bessemer steel,1.5-inch pipe,16,e,4.7,intact,Atlanta,GA,G,30000.0,5.2,Strongly Acid,11.5,,,,,,,,61.2,48.3,29.4,18.2,1.6,7.0,13,Wrought,Good,Southern,4419.52,4419.0,1434.21,0.3245,0.09,0.0,0.39,0.04,0.088,0.0,0.0,0.0,0.0,99.392,9.102071552,-7.408244048,10.56840857,8.29114142,9.079598698,-7.408244048,-7.408244048,-7.408244048,-7.408244048
4,Chester loam,Silt Loam,1922,1.4,Bessemer steel,1.5-inch pipe,16,e,1.5,intact,Jenkintown,PA,F,6670.0,5.6,Medium Acid,7.6,,,,,,,,54.0,40.0,22.2,7.0,1.78,2.2,13,Wrought,Poor,Northern,511.35,511.0,457.73,0.8951,0.09,0.0,0.39,0.04,0.088,0.0,0.0,0.0,0.0,99.392,9.102071552,-7.408244048,10.56840857,8.29114142,9.079598698,-7.408244048,-7.408244048,-7.408244048,-7.408244048
4,Chester loam,Silt Loam,1922,4.0,Bessemer steel,1.5-inch pipe,16,e,3.5,intact,Jenkintown,PA,F,6670.0,5.6,Medium Acid,7.6,,,,,,,,54.0,40.0,22.2,7.0,1.78,2.2,13,Wrought,Poor,Northern,1461.0,1461.0,1068.03,0.731,0.09,0.0,0.39,0.04,0.088,0.0,0.0,0.0,0.0,99.392,9.102071552,-7.408244048,10.56840857,8.29114142,9.079598698,-7.408244048,-7.408244048,-7.408244048,-7.408244048
4,Chester loam,Silt Loam,1922,6.1,Bessemer steel,1.5-inch pipe,16,e,4.4,intact,Jenkintown,PA,F,6670.0,5.6,Medium Acid,7.6,,,,,,,,54.0,40.0,22.2,7.0,1.78,2.2,13,Wrought,Poor,Northern,2228.03,2228.0,1342.67,0.6026,0.09,0.0,0.39,0.04,0.088,0.0,0.0,0.0,0.0,99.392,9.102071552,-7.408244048,10.56840857,8.29114142,9.079598698,-7.408244048,-7.408244048,-7.408244048,-7.408244048
4,Chester loam,Silt Loam,1922,8.0,Bessemer steel,1.5-inch pipe,16,e,5.4,intact,Jenkintown,PA,F,6670.0,5.6,Medium Acid,7.6,,,,,,,,54.0,40.0,22.2,7.0,1.78,2.2,13,Wrought,Poor,Northern,2922.0,2922.0,1647.82,0.5639,0.09,0.0,0.39,0.04,0.088,0.0,0.0,0.0,0.0,99.392,9.102071552,-7.408244048,10.56840857,8.29114142,9.079598698,-7.408244048,-7.408244048,-7.408244048,-7.408244048
4,Chester loam,Silt Loam,1922,12.0,Bessemer steel,1.5-inch pipe,16,e,7.0,intact,Jenkintown,PA,F,6670.0,5.6,Medium Acid,7.6,,,,,,,,54.0,40.0,22.2,7.0,1.78,2.2,13,Wrought,Poor,Northern,4383.0,4383.0,2136.06,0.4874,0.09,0.0,0.39,0.04,0.088,0.0,0.0,0.0,0.0,99.392,9.102071552,-7.408244048,10.56840857,8.29114142,9.079598698,-7.408244048,-7.408244048,-7.408244048,-7.408244048
5,Dublin clay adobe,Clay,1922,1.9,Bessemer steel,1.5-inch pipe,16,e,1.3,intact,Oakland,CA,P,1345.0,7.0,Neutral,6.5,0.93,0.48,0.1,0.0,0.69,0.03,0.25,56.4,23.4,28.8,4.9,2.0,22.6,13,Wrought,Poor,Southern,693.98,693.0,396.7,0.5716,0.09,0.0,0.39,0.04,0.088,0.0,0.0,0.0,0.0,99.392,9.102071552,-7.408244048,10.56840857,8.29114142,9.079598698,-7.408244048,-7.408244048,-7.408244048,-7.408244048
5,Dublin clay adobe,Clay,1922,4.1,Bessemer steel,1.5-inch pipe,16,e,2.5,intact,Oakland,CA,P,1345.0,7.0,Neutral,6.5,0.93,0.48,0.1,0.0,0.69,0.03,0.25,56.4,23.4,28.8,4.9,2.0,22.6,13,Wrought,Poor,Southern,1497.52,1497.0,762.88,0.5094,0.09,0.0,0.39,0.04,0.088,0.0,0.0,0.0,0.0,99.392,9.102071552,-7.408244048,10.56840857,8.29114142,9.079598698,-7.408244048,-7.408244048,-7.408244048,-7.408244048
5,Dublin clay adobe,Clay,1922,6.2,Bessemer steel,1.5-inch pipe,16,e,4.5,intact,Oakland,CA,P,1345.0,7.0,Neutral,6.5,0.93,0.48,0.1,0.0,0.69,0.03,0.25,56.4,23.4,28.8,4.9,2.0,22.6,13,Wrought,Poor,Southern,2264.55,2264.0,1373.18,0.6064,0.09,0.0,0.39,0.04,0.088,0.0,0.0,0.0,0.0,99.392,9.102071552,-7.408244048,10.56840857,8.29114142,9.079598698,-7.408244048,-7.408244048,-7.408244048,-7.408244048
5,Dublin clay adobe,Clay,1922,8.1,Bessemer steel,1.5-inch pipe,16,e,5.0,intact,Oakland,CA,P,1345.0,7.0,Neutral,6.5,0.93,0.48,0.1,0.0,0.69,0.03,0.25,56.4,23.4,28.8,4.9,2.0,22.6,13,Wrought,Poor,Southern,2958.53,2958.0,1525.76,0.5157,0.09,0.0,0.39,0.04,0.088,0.0,0.0,0.0,0.0,99.392,9.102071552,-7.408244048,10.56840857,8.29114142,9.079598698,-7.408244048,-7.408244048,-7.408244048,-7.408244048
5,Dublin clay adobe,Clay,1922,12.1,Bessemer steel,1.5-inch pipe,16,e,7.0,intact,Oakland,CA,P,1345.0,7.0,Neutral,6.5,0.93,0.48,0.1,0.0,0.69,0.03,0.25,56.4,23.4,28.8,4.9,2.0,22.6,13,Wrought,Poor,Southern,4419.52,4419.0,2136.06,0.4833,0.09,0.0,0.39,0.04,0.088,0.0,0.0,0.0,0.0,99.392,9.102071552,-7.408244048,10.56840857,8.29114142,9.079598698,-7.408244048,-7.408244048,-7.408244048,-7.408244048
5,Dublin clay adobe,Clay,1922,17.5,Bessemer steel,1.5-inch pipe,16,e,7.1,intact,Oakland,CA,P,1345.0,7.0,Neutral,6.5,0.93,0.48,0.1,0.0,0.69,0.03,0.25,56.4,23.4,28.8,4.9,2.0,22.6,13,Wrought,Poor,Southern,6391.88,6391.0,2166.58,0.339,0.09,0.0,0.39,0.04,0.088,0.0,0.0,0.0,0.0,99.392,9.102071552,-7.408244048,10.56840857,8.29114142,9.079598698,-7.408244048,-7.408244048,-7.408244048,-7.408244048
6,Everett gravelly sandy loam,Sandy Loam,1922,1.9,Bessemer steel,1.5-inch pipe,16,e,0.1,intact,Seattle,WA,G,45100.0,5.9,Medium Acid,12.8,,,,,,,,51.0,34.0,42.2,40.6,1.5,0.1,13,Wrought,Good,Northern,693.98,693.0,30.52,0.044,0.09,0.0,0.39,0.04,0.088,0.0,0.0,0.0,0.0,99.392,9.102071552,-7.408244048,10.56840857,8.29114142,9.079598698,-7.408244048,-7.408244048,-7.408244048,-7.408244048
6,Everett gravelly sandy loam,Sandy Loam,1922,4.1,Bessemer steel,1.5-inch pipe,16,e,0.9,intact,Seattle,WA,G,45100.0,5.9,Medium Acid,12.8,,,,,,,,51.0,34.0,42.2,40.6,1.5,0.1,13,Wrought,Good,Northern,1497.52,1497.0,274.64,0.1834,0.09,0.0,0.39,0.04,0.088,0.0,0.0,0.0,0.0,99.392,9.102071552,-7.408244048,10.56840857,8.29114142,9.079598698,-7.408244048,-7.408244048,-7.408244048,-7.408244048
6,Everett gravelly sandy loam,Sandy Loam,1922,6.2,Bessemer steel,1.5-inch pipe,16,e,0.8,intact,Seattle,WA,G,45100.0,5.9,Medium Acid,12.8,,,,,,,,51.0,34.0,42.2,40.6,1.5,0.1,13,Wrought,Good,Northern,2264.55,2264.0,244.12,0.1078,0.09,0.0,0.39,0.04,0.088,0.0,0.0,0.0,0.0,99.392,9.102071552,-7.408244048,10.56840857,8.29114142,9.079598698,-7.408244048,-7.408244048,-7.408244048,-7.408244048
6,Everett gravelly sandy loam,Sandy Loam,1922,8.1,Bessemer steel,1.5-inch pipe,16,e,1.0,intact,Seattle,WA,G,45100.0,5.9,Medium Acid,12.8,,,,,,,,51.0,34.0,42.2,40.6,1.5,0.1,13,Wrought,Good,Northern,2958.53,2958.0,305.15,0.1031,0.09,0.0,0.39,0.04,0.088,0.0,0.0,0.0,0.0,99.392,9.102071552,-7.408244048,10.56840857,8.29114142,9.079598698,-7.408244048,-7.408244048,-7.408244048,-7.408244048
6,Everett gravelly sandy loam,Sandy Loam,1922,12.1,Bessemer steel,1.5-inch pipe,16,e,1.4,intact,Seattle,WA,G,45100.0,5.9,Medium Acid,12.8,,,,,,,,51.0,34.0,42.2,40.6,1.5,0.1,13,Wrought,Good,Northern,4419.52,4419.0,427.21,0.0967,0.09,0.0,0.39,0.04,0.088,0.0,0.0,0.0,0.0,99.392,9.102071552,-7.408244048,10.56840857,8.29114142,9.079598698,-7.408244048,-7.408244048,-7.408244048,-7.408244048
6,Everett gravelly sandy loam,Sandy Loam,1922,17.5,Bessemer steel,1.5-inch pipe,16,e,2.0,intact,Seattle,WA,G,45100.0,5.9,Medium Acid,12.8,,,,,,,,51.0,34.0,42.2,40.6,1.5,0.1,13,Wrought,Good,Northern,6391.88,6391.0,610.3,0.0955,0.09,0.0,0.39,0.04,0.088,0.0,0.0,0.0,0.0,99.392,9.102071552,-7.408244048,10.56840857,8.29114142,9.079598698,-7.408244048,-7.408244048,-7.408244048,-7.408244048
7,Maddox silt loam,Clay,1922,1.0,Bessemer steel,1.5-inch pipe,16,e,0.6,intact,Cincinnati,OH,F,2120.0,4.4,Extremely Acid,29.8,,,,,,,,53.2,38.6,34.3,3.7,2.02,34.5,13,Wrought,Poor,Northern,365.25,365.0,183.09,0.5013,0.09,0.0,0.39,0.04,0.088,0.0,0.0,0.0,0.0,99.392,9.102071552,-7.408244048,10.56840857,8.29114142,9.079598698,-7.408244048,-7.408244048,-7.408244048,-7.408244048
7,Maddox silt loam,Clay,1922,3.5,Bessemer steel,1.5-inch pipe,16,e,2.4,intact,Cincinnati,OH,F,2120.0,4.4,Extremely Acid,29.8,,,,,,,,53.2,38.6,34.3,3.7,2.02,34.5,13,Wrought,Poor,Northern,1278.38,1278.0,732.36,0.5729,0.09,0.0,0.39,0.04,0.088,0.0,0.0,0.0,0.0,99.392,9.102071552,-7.408244048,10.56840857,8.29114142,9.079598698,-7.408244048,-7.408244048,-7.408244048,-7.408244048
7,Maddox silt loam,Clay,1922,7.7,Bessemer steel,1.5-inch pipe,16,e,4.4,intact,Cincinnati,OH,F,2120.0,4.4,Extremely Acid,29.8,,,,,,,,53.2,38.6,34.3,3.7,2.02,34.5,13,Wrought,Poor,Northern,2812.43,2812.0,1342.67,0.4774,0.09,0.0,0.39,0.04,0.088,0.0,0.0,0.0,0.0,99.392,9.102071552,-7.408244048,10.56840857,8.29114142,9.079598698,-7.408244048,-7.408244048,-7.408244048,-7.408244048
7,Maddox silt loam,Clay,1922,11.5,Bessemer steel,1.5-inch pipe,16,e,4.9,intact,Cincinnati,OH,F,2120.0,4.4,Extremely Acid,29.8,,,,,,,,53.2,38.6,34.3,3.7,2.02,34.5,13,Wrought,Poor,Northern,4200.38,4200.0,1495.24,0.356,0.09,0.0,0.39,0.04,0.088,0.0,0.0,0.0,0.0,99.392,9.102071552,-7.408244048,10.56840857,8.29114142,9.079598698,-7.408244048,-7.408244048,-7.408244048,-7.408244048
7,Maddox silt loam,Clay,1922,16.9,Bessemer steel,1.5-inch pipe,16,e,5.8,intact,Cincinnati,OH,F,2120.0,4.4,Extremely Acid,29.8,,,,,,,,53.2,38.6,34.3,3.7,2.02,34.5,13,Wrought,Poor,Northern,6172.72,6172.0,1769.88,0.2867,0.09,0.0,0.39,0.04,0.088,0.0,0.0,0.0,0.0,99.392,9.102071552,-7.408244048,10.56840857,8.29114142,9.079598698,-7.408244048,-7.408244048,-7.408244048,-7.408244048
8,Fargo clay loam,Clay,1922,1.1,Bessemer steel,1.5-inch pipe,16,e,0.7,intact,Fargo,ND,P,350.0,7.6,Mildly Alkaline,A,1.42,1.72,2.55,0.0,0.71,0.01,4.43,39.0,24.0,37.0,8.7,1.56,21.0,13,Wrought,Poor,Northern,401.78,401.0,213.61,0.5317,0.09,0.0,0.39,0.04,0.088,0.0,0.0,0.0,0.0,99.392,9.102071552,-7.408244048,10.56840857,8.29114142,9.079598698,-7.408244048,-7.408244048,-7.408244048,-7.408244048
8,Fargo clay loam,Clay,1922,3.8,Bessemer steel,1.5-inch pipe,16,e,2.0,intact,Fargo,ND,P,350.0,7.6,Mildly Alkaline,A,1.42,1.72,2.55,0.0,0.71,0.01,4.43,39.0,24.0,37.0,8.7,1.56,21.0,13,Wrought,Poor,Northern,1387.95,1387.0,610.3,0.4397,0.09,0.0,0.39,0.04,0.088,0.0,0.0,0.0,0.0,99.392,9.102071552,-7.408244048,10.56840857,8.29114142,9.079598698,-7.408244048,-7.408244048,-7.408244048,-7.408244048
8,Fargo clay loam,Clay,1922,5.8,Bessemer steel,1.5-inch pipe,16,e,2.9,intact,Fargo,ND,P,350.0,7.6,Mildly Alkaline,A,1.42,1.72,2.55,0.0,0.71,0.01,4.43,39.0,24.0,37.0,8.7,1.56,21.0,13,Wrought,Poor,Northern,2118.45,2118.0,884.94,0.4177,0.09,0.0,0.39,0.04,0.088,0.0,0.0,0.0,0.0,99.392,9.102071552,-7.408244048,10.56840857,8.29114142,9.079598698,-7.408244048,-7.408244048,-7.408244048,-7.408244048
8,Fargo clay loam,Clay,1922,7.7,Bessemer steel,1.5-inch pipe,16,e,3.2,intact,Fargo,ND,P,350.0,7.6,Mildly Alkaline,A,1.42,1.72,2.55,0.0,0.71,0.01,4.43,39.0,24.0,37.0,8.7,1.56,21.0,13,Wrought,Poor,Northern,2812.43,2812.0,976.49,0.3472,0.09,0.0,0.39,0.04,0.088,0.0,0.0,0.0,0.0,99.392,9.102071552,-7.408244048,10.56840857,8.29114142,9.079598698,-7.408244048,-7.408244048,-7.408244048,-7.408244048
8,Fargo clay loam,Clay,1922,9.9,Bessemer steel,1.5-inch pipe,16,e,4.6,intact,Fargo,ND,P,350.0,7.6,Mildly Alkaline,A,1.42,1.72,2.55,0.0,0.71,0.01,4.43,39.0,24.0,37.0,8.7,1.56,21.0,13,Wrought,Poor,Northern,3615.97,3615.0,1403.7,0.3882,0.09,0.0,0.39,0.04,0.088,0.0,0.0,0.0,0.0,99.392,9.102071552,-7.408244048,10.56840857,8.29114142,9.079598698,-7.408244048,-7.408244048,-7.408244048,-7.408244048
8,Fargo clay loam,Clay,1922,11.8,Bessemer steel,1.5-inch pipe,16,e,7.7,intact,Fargo,ND,P,350.0,7.6,Mildly Alkaline,A,1.42,1.72,2.55,0.0,0.71,0.01,4.43,39.0,24.0,37.0,8.7,1.56,21.0,13,Wrought,Poor,Northern,4309.95,4309.0,2349.67,0.5452,0.09,0.0,0.39,0.04,0.088,0.0,0.0,0.0,0.0,99.392,9.102071552,-7.408244048,10.56840857,8.29114142,9.079598698,-7.408244048,-7.408244048,-7.408244048,-7.408244048
9,Genesee silt loam,Silt Loam,1922,1.0,Bessemer steel,1.5-inch pipe,16,e,0.7,intact,Sidney,OH,P,2820.0,6.8,Neutral,7.2,,,,,,,,51.2,39.0,24.8,15.8,1.74,5.6,13,Wrought,Fair,Northern,365.25,365.0,213.61,0.5848,0.09,0.0,0.39,0.04,0.088,0.0,0.0,0.0,0.0,99.392,9.102071552,-7.408244048,10.56840857,8.29114142,9.079598698,-7.408244048,-7.408244048,-7.408244048,-7.408244048
9,Genesee silt loam,Silt Loam,1922,3.5,Bessemer steel,1.5-inch pipe,16,e,2.3,intact,Sidney,OH,P,2820.0,6.8,Neutral,7.2,,,,,,,,51.2,39.0,24.8,15.8,1.74,5.6,13,Wrought,Fair,Northern,1278.38,1278.0,701.85,0.549,0.09,0.0,0.39,0.04,0.088,0.0,0.0,0.0,0.0,99.392,9.102071552,-7.408244048,10.56840857,8.29114142,9.079598698,-7.408244048,-7.408244048,-7.408244048,-7.408244048
9,Genesee silt loam,Silt Loam,1922,5.5,Bessemer steel,1.5-inch pipe,16,e,2.4,intact,Sidney,OH,P,2820.0,6.8,Neutral,7.2,,,,,,,,51.2,39.0,24.8,15.8,1.74,5.6,13,Wrought,Fair,Northern,2008.88,2008.0,732.36,0.3646,0.09,0.0,0.39,0.04,0.088,0.0,0.0,0.0,0.0,99.392,9.102071552,-7.408244048,10.56840857,8.29114142,9.079598698,-7.408244048,-7.408244048,-7.408244048,-7.408244048
9,Genesee silt loam,Silt Loam,1922,7.7,Bessemer steel,1.5-inch pipe,16,e,3.2,intact,Sidney,OH,P,2820.0,6.8,Neutral,7.2,,,,,,,,51.2,39.0,24.8,15.8,1.74,5.6,13,Wrought,Fair,Northern,2812.43,2812.0,976.49,0.3472,0.09,0.0,0.39,0.04,0.088,0.0,0.0,0.0,0.0,99.392,9.102071552,-7.408244048,10.56840857,8.29114142,9.079598698,-7.408244048,-7.408244048,-7.408244048,-7.408244048
9,Genesee silt loam,Silt Loam,1922,11.5,Bessemer steel,1.5-inch pipe,16,e,5.2,intact,Sidney,OH,P,2820.0,6.8,Neutral,7.2,,,,,,,,51.2,39.0,24.8,15.8,1.74,5.6,13,Wrought,Fair,Northern,4200.38,4200.0,1586.79,0.3778,0.09,0.0,0.39,0.04,0.088,0.0,0.0,0.0,0.0,99.392,9.102071552,-7.408244048,10.56840857,8.29114142,9.079598698,-7.408244048,-7.408244048,-7.408244048,-7.408244048
9,Genesee silt loam,Silt Loam,1922,16.9,Bessemer steel,1.5-inch pipe,16,e,5.8,intact,Sidney,OH,P,2820.0,6.8,Neutral,7.2,,,,,,,,51.2,39.0,24.8,15.8,1.74,5.6,13,Wrought,Fair,Northern,6172.72,6172.0,1769.88,0.2867,0.09,0.0,0.39,0.04,0.088,0.0,0.0,0.0,0.0,99.392,9.102071552,-7.408244048,10.56840857,8.29114142,9.079598698,-7.408244048,-7.408244048,-7.408244048,-7.408244048
10,Glouster sandy loam,Sandy Loam,1922,1.3,Bessemer steel,1.5-inch pipe,16,e,1.2,intact,Middleboro,MA,F,7460.0,6.6,Neutral,3.6,,,,,,,,50.0,41.0,13.0,27.8,4.58,0.2,13,Wrought,Fair,Northern,474.82,474.0,366.18,0.7712,0.09,0.0,0.39,0.04,0.088,0.0,0.0,0.0,0.0,99.392,9.102071552,-7.408244048,10.56840857,8.29114142,9.079598698,-7.408244048,-7.408244048,-7.408244048,-7.408244048
10,Glouster sandy loam,Sandy Loam,1922,4.0,Bessemer steel,1.5-inch pipe,16,e,2.7,intact,Middleboro,MA,F,7460.0,6.6,Neutral,3.6,,,,,,,,50.0,41.0,13.0,27.8,4.58,0.2,13,Wrought,Fair,Northern,1461.0,1461.0,823.91,0.5639,0.09,0.0,0.39,0.04,0.088,0.0,0.0,0.0,0.0,99.392,9.102071552,-7.408244048,10.56840857,8.29114142,9.079598698,-7.408244048,-7.408244048,-7.408244048,-7.408244048
10,Glouster sandy loam,Sandy Loam,1922,6.1,Bessemer steel,1.5-inch pipe,16,e,3.5,intact,Middleboro,MA,F,7460.0,6.6,Neutral,3.6,,,,,,,,50.0,41.0,13.0,27.8,4.58,0.2,13,Wrought,Fair,Northern,2228.03,2228.0,1068.03,0.4794,0.09,0.0,0.39,0.04,0.088,0.0,0.0,0.0,0.0,99.392,9.102071552,-7.408244048,10.56840857,8.29114142,9.079598698,-7.408244048,-7.408244048,-7.408244048,-7.408244048
10,Glouster sandy loam,Sandy Loam,1922,7.9,Bessemer steel,1.5-inch pipe,16,e,4.5,intact,Middleboro,MA,F,7460.0,6.6,Neutral,3.6,,,,,,,,50.0,41.0,13.0,27.8,4.58,0.2,13,Wrought,Fair,Northern,2885.47,2885.0,1373.18,0.4759,0.09,0.0,0.39,0.04,0.088,0.0,0.0,0.0,0.0,99.392,9.102071552,-7.408244048,10.56840857,8.29114142,9.079598698,-7.408244048,-7.408244048,-7.408244048,-7.408244048
10,Glouster sandy loam,Sandy Loam,1922,12.0,Bessemer steel,1.5-inch pipe,16,e,4.9,intact,Middleboro,MA,F,7460.0,6.6,Neutral,3.6,,,,,,,,50.0,41.0,13.0,27.8,4.58,0.2,13,Wrought,Fair,Northern,4383.0,4383.0,1495.24,0.3411,0.09,0.0,0.39,0.04,0.088,0.0,0.0,0.0,0.0,99.392,9.102071552,-7.408244048,10.56840857,8.29114142,9.079598698,-7.408244048,-7.408244048,-7.408244048,-7.408244048
11,Hagerstown loam,Clay,1922,1.4,Bessemer steel,1.5-inch pipe,16,e,0.4,intact,Loch Raven,MD,G,11000.0,5.3,Strongly Acid,40.8,,,,,,,,55.4,42.6,32.0,15.5,4.49,8.6,13,Wrought,Good,Northern,511.35,511.0,122.06,0.2387,0.09,0.0,0.39,0.04,0.088,0.0,0.0,0.0,0.0,99.392,9.102071552,-7.408244048,10.56840857,8.29114142,9.079598698,-7.408244048,-7.408244048,-7.408244048,-7.408244048
11,Hagerstown loam,Clay,1922,4.0,Bessemer steel,1.5-inch pipe,16,e,1.1,intact,Loch Raven,MD,G,11000.0,5.3,Strongly Acid,40.8,,,,,,,,55.4,42.6,32.0,15.5,4.49,8.6,13,Wrought,Good,Northern,1461.0,1461.0,335.67,0.2298,0.09,0.0,0.39,0.04,0.088,0.0,0.0,0.0,0.0,99.392,9.102071552,-7.408244048,10.56840857,8.29114142,9.079598698,-7.408244048,-7.408244048,-7.408244048,-7.408244048
11,Hagerstown loam,Clay,1922,6.0,Bessemer steel,1.5-inch pipe,16,e,1.4,intact,Loch Raven,MD,G,11000.0,5.3,Strongly Acid,40.8,,,,,,,,55.4,42.6,32.0,15.5,4.49,8.6,13,Wrought,Good,Northern,2191.5,2191.0,427.21,0.1949,0.09,0.0,0.39,0.04,0.088,0.0,0.0,0.0,0.0,99.392,9.102071552,-7.408244048,10.56840857,8.29114142,9.079598698,-7.408244048,-7.408244048,-7.408244048,-7.408244048
11,Hagerstown loam,Clay,1922,7.8,Bessemer steel,1.5-inch pipe,16,e,1.9,intact,Loch Raven,MD,G,11000.0,5.3,Strongly Acid,40.8,,,,,,,,55.4,42.6,32.0,15.5,4.49,8.6,13,Wrought,Good,Northern,2848.95,2848.0,579.79,0.2035,0.09,0.0,0.39,0.04,0.088,0.0,0.0,0.0,0.0,99.392,9.102071552,-7.408244048,10.56840857,8.29114142,9.079598698,-7.408244048,-7.408244048,-7.408244048,-7.408244048
11,Hagerstown loam,Clay,1922,10.0,Bessemer steel,1.5-inch pipe,16,e,2.0,intact,Loch Raven,MD,G,11000.0,5.3,Strongly Acid,40.8,,,,,,,,55.4,42.6,32.0,15.5,4.49,8.6,13,Wrought,Good,Northern,3652.5,3652.0,610.3,0.1671,0.09,0.0,0.39,0.04,0.088,0.0,0.0,0.0,0.0,99.392,9.102071552,-7.408244048,10.56840857,8.29114142,9.079598698,-7.408244048,-7.408244048,-7.408244048,-7.408244048
11,Hagerstown loam,Clay,1922,11.9,Bessemer steel,1.5-inch pipe,16,e,2.1,intact,Loch Raven,MD,G,11000.0,5.3,Strongly Acid,40.8,,,,,,,,55.4,42.6,32.0,15.5,4.49,8.6,13,Wrought,Good,Northern,4346.48,4346.0,640.82,0.1474,0.09,0.0,0.39,0.04,0.088,0.0,0.0,0.0,0.0,99.392,9.102071552,-7.408244048,10.56840857,8.29114142,9.079598698,-7.408244048,-7.408244048,-7.408244048,-7.408244048
12,Hanford fine sandy loam,Sandy Loam,1922,1.9,Bessemer steel,1.5-inch pipe,16,e,0.4,intact,Los Angeles,CA,F,3190.0,7.1,Neutral,2.5,0.39,0.5,0.16,0.0,0.4,0.0,0.14,62.4,45.2,12.4,33.5,,0.0,13,Wrought,Good,Southern,693.98,693.0,122.06,0.1759,0.09,0.0,0.39,0.04,0.088,0.0,0.0,0.0,0.0,99.392,9.102071552,-7.408244048,10.56840857,8.29114142,9.079598698,-7.408244048,-7.408244048,-7.408244048,-7.408244048
12,Hanford fine sandy loam,Sandy Loam,1922,4.1,Bessemer steel,1.5-inch pipe,16,e,1.6,intact,Los Angeles,CA,F,3190.0,7.1,Neutral,2.5,0.39,0.5,0.16,0.0,0.4,0.0,0.14,62.4,45.2,12.4,33.5,,0.0,13,Wrought,Good,Southern,1497.52,1497.0,488.24,0.326,0.09,0.0,0.39,0.04,0.088,0.0,0.0,0.0,0.0,99.392,9.102071552,-7.408244048,10.56840857,8.29114142,9.079598698,-7.408244048,-7.408244048,-7.408244048,-7.408244048
12,Hanford fine sandy loam,Sandy Loam,1922,6.2,Bessemer steel,1.5-inch pipe,16,e,3.4,intact,Los Angeles,CA,F,3190.0,7.1,Neutral,2.5,0.39,0.5,0.16,0.0,0.4,0.0,0.14,62.4,45.2,12.4,33.5,,0.0,13,Wrought,Good,Southern,2264.55,2264.0,1037.52,0.4582,0.09,0.0,0.39,0.04,0.088,0.0,0.0,0.0,0.0,99.392,9.102071552,-7.408244048,10.56840857,8.29114142,9.079598698,-7.408244048,-7.408244048,-7.408244048,-7.408244048
